公告id	甲方	乙方	项目名称	合同名称	合同金额上限	合同金额下限	联合体成员
1661799	江阴市水利农机局	江苏江南水务股份有限公司		江阴市应急备用水采购合同	900141000	900141000	
16619425	土默特左旗城发投资经营有限责任公司	新疆国统管道股份有限公司			1220544200	1220544200	中交隧道工程局有限公司
16627373	安徽省六安经济技术开发区管理委员会	北京东方园林环境股份有限公司	国家级六安经济技术开发区文化生态旅游建设PPP项目		1204000000	1204000000	
16639920	贤丰控股股份有限公司	贤丰(深圳)新能源材料科技有限公司		技术使用协议	257300000	257300000	
16641124		汉王科技股份有限公司	智慧银川二期信息化应用平台项目		2879948	2879948	
16647198	深圳市地铁集团有限公司	深圳市英威腾交通技术有限公司	深圳地铁2、5、8、9号线延长工程地铁车辆电气系统采购项目				
16652032	浙江兰梅旅游开发有限公司	浙江元成园林集团股份有限公司		建设工程施工合同	835000000	835000000	
16655657	台州吉利罗佑发动机有限公司	埃克科林机械(上海)有限公司		GEP3II期中间清洗机项目承揽合同	46483872	46483872	
16655657	贵阳吉利发动机有限公司	埃克科林机械(上海)有限公司		GEP3II期中间清洗机项目承揽合同	46483872	46483872	
16655657	义乌吉利发动机有限公司	埃克科林机械(上海)有限公司		GEP3II期中间清洗机项目承揽合同	46483872	46483872	
166590	国家电网公司	宁波三星电气股份有限公司	国家电网公司2012年第二批电能表(含用电信息采集)招标采购		390107100	390107100	
1666088	湛江市公安局	高新兴科技集团股份有限公司	湛江市社会治安视频监控系统建设二期项目		52545730.32	52545730.32	中国移动通信集团广东有限公司
16661036	宿迁市宿豫区城市建设投资有限公司	大千生态景观股份有限公司	中运河风光带提升改造工程总承包(EPC)项目	中运河风光带提升改造工程总承包(EPC)合同	74547000	74547000	
1666296	TosyaliIronSteelIndustryAlgerieSPA公司	中钢设备有限公司		阿尔及利亚230万吨综合钢厂项目总承包合同	3108000000	3108000000	
1666495	中国电子进出口总公司	东方通信股份有限公司	中国邮政集团公司2015年金融自助设备采购项目				
16669342	自贡高新技术产业开发区工业区管理办公室	华西能源工业股份有限公司	自贡综合保税区基础设施及配套功能建设项目		1848999999	1848999999	
16674411	平阳县水利发展投资有限公司	浙江省围海建设集团股份有限公司	鳌江干流治理平阳县水头段防洪工程施工3标		158797683	158797683	
16674783	潜江市住房和城乡建设委员会	安徽国祯环保节能科技股份有限公司	潜江市集镇污水处理工程PPP项目		972658200	972658200	
16699657	陕西陕煤曹家滩矿业有限公司	重庆梅安森科技股份有限公司	曹家滩矿井智能化项目建设平台总承包项目	曹家滩矿井智能化项目建设平台总承包项目合同	78807331	78807331	
16699677	洪雅县交通运输局	新疆国统管道股份有限公司	洪雅县交通基础设施建设工程PPP项目		1522863200	1522863200	中交隧道工程局有限公司
16702593	上海耀雪置业有限公司	华东建筑集团股份有限公司	临港南汇新城NHC101社区01单元19-02,20-01,22-02地块新建项目设计勘察一体化招标		123357099	123357099	
16702663	贵州大龙扶贫开发投资有限责任公司	贵州新联爆破工程集团有限公司		建设项目工程EPC总承包合同			
16707978		中国水电建设集团国际工程有限公司	尼日利亚蒙贝拉水电站总承包项目		38346330000	38346330000	中国葛洲坝集团股份有限公司、中地海外集团有限公司
16719400	萧山区南都小学	浙江东南网架股份有限公司			144386280	144386280	
16720178		浙江众合科技股份有限公司	杭州地铁6号线工程及杭州至富阳城际铁路工程信号系统项目		498727871	498727871	
16733731	常宁市水口山开发建设投资有限公司	湖南博世科环保科技有限公司	常宁市水口山经济开发区重金属废水深度处理循环利用扩建及管网建设工程(EPC)项目	湖南省建设工程EPC合同	306106400	306106400	
16737997	浙江省临安市清凉峰旅游度假区管理委员会	北京东方园林环境股份有限公司	临安市颊口至华光潭农村公路改造提升工程PPP项目		1310450000	1310450000	
16738501	河北省环境监测中心	河北先河环保科技股份有限公司	河北省环境监测中心‘1+18’大气监测专项1包省控自动站建设		228774500	228774500	
16739097	南京广丰投资管理中心	南京元博中和科技有限公司			163246100	163246100	
1673942	中国移动通信集团广西有限公司	广东怡创科技股份有限公司	中国移动广西公司2015年度室内分布工程施工框架采购项目		451380000	451380000	
1674097		中国铁建股份有限公司	南宁市轨道交通3号线一期工程(科园大道-平乐大道)施工总承包01标项目		5745580000	5745580000	
16747438	吴川市人民医院	神州长城国际工程有限公司	吴川市人民医院迁建PPP项目		1085045100	1085045100	
16747757		浙江久立特材科技股份有限公司	白龙核电项目蒸汽发生器用690U形传热管				
16747766	睢县住房和城乡规划建设管理局	中持水务股份有限公司	睢县产业集聚区污水处理厂提标及扩容项目	睢县产业集聚区污水处理厂提标及扩容项目项目总承包合同	72650569.29	72650569.29	
16748003		广东联泰环保股份有限公司	汕头市潮阳区全区生活污水处理设施捆绑PPP模式实施项目		76950000	76950000	达濠市政建设有限公司、汕头市瑞康投资有限公司
16751945	深圳迅隆船务有限公司	珠海普兰帝船舶工程有限公司	深圳迅隆船务有限公司铝合金高速双体客船采购项目	迅隆船务铝合金高速双体客船建造与销售合同	124800000	124800000	
16756122	江苏德龙镍业有限公司	中机国能电力工程有限公司	印尼自备电厂EPC项目	江苏德龙镍业印尼二期项目12×135MW自备电厂新建工程EPC总承包合同	5000000000	5000000000	
16763849		浙江菲达环保科技股份有限公司	织金县城乡生活垃圾收运系统工程PPP项目				
16764002		华夏幸福基业股份有限公司	安徽省六安经济技术开发区产业新城PPP项目				
16765223	安徽北旅产业投资有限公司	深圳市维业装饰集团股份有限公司	阜阳北旅城市商业广场工程1、幕墙工程设计与施工一体化项目(酒店部分)	阜阳北旅城市商业广场幕墙工程施工总承包合同	130000000	130000000	
16767981	国家电网公司	宁波东方电缆股份有限公司			201300347	201300347	
16769590	阜阳市颍泉区重点工程建设管理局	安徽富煌钢构股份有限公司	阜阳职业技术学院新校区建设项目		883500000	883500000	
16773075	洪雅县交通运输局	新疆国统管道股份有限公司	洪雅县交通基础设施建设工程PPP项目		1522863200	1522863200	中交隧道工程局有限公司
16780862	中电建甘肃能源崇信发电有限责任公司	北京华泰润达节能科技有限公司	崇信发电公司超低排放改造EPC总承包项目	超低排放改造项目EPC总承包合同	71783700	71783700	
16788932		宏润建设集团股份有限公司	通知书,红旗村E3地块轨交区间地下保护设施工程项目		405196600	405196600	
16789186	宁海县水利局	浙江省围海建设集团股份有限公司	宁海县东部沿海防洪排涝工程PPP项目		1954711100	1954711100	
16793550		广东联泰环保股份有限公司	汕头市潮阳区全区生活污水处理设施捆绑PPP模式实施项目		76952700	76952700	
167962	华电宁夏六盘山风电有限公司	国电南京自动化股份有限公司	华电宁夏六盘山风电330kV升压站及送出总承包项目	华电宁夏六盘山风电330kV升压站及送出总承包合同	330300000	330300000	
16797673	中国五环工程有限公司	四川科新机电股份有限公司	内蒙古荣信化工有限公司年产40万吨乙二醇及30万吨DMMn循环经济示范项目	内蒙古荣信化工有限公司年产40万吨乙二醇及30万吨DMMn循环经济示范项目乙二醇装置供货合同	91300000	91300000	
16798505	中元工程咨询有限责任公司	广东水电二局股份有限公司	常德市西洞庭沙河水系综合治理工程PPP项目		621643400	621643400	
16804239	苍溪县城乡建设投资有限公司	深圳文科园林股份有限公司	苍溪县嘉陵江城区段河道综合治理工程(回水湾段)勘察设计施工一体化承包(EPC)项目		350000000	350000000	广州博厦建筑设计研究院有限公司、四川君羊建设集团有限公司
16809363	珠海产权交易中心有限责任公司	珠海华金资本股份有限公司					
16811162	中国邮政储蓄银行股份有限公司	珠海汇金科技股份有限公司	中国邮政储蓄银行电子印章工程用印机设备采购行政用印机部分				
16817664	国家电网公司	江苏通光光缆有限公司	国家电网公司2017年输电线路材料光缆及光缆附件第五次集中招标活动、国家电网公司2017年输电线路材料导地线第五次集中招标活动		760000	760000	
1682218	吉林省集安益盛药业股份有限公司	吉林省集安益盛汉参中药材种植有限公司		产品购销合同	105800000	105800000	
16853212	中移互联网有限公司	北京新媒传信科技有限公司	中国移动和飞信客户端技术实施与支撑项目		30486400	30486400	
16853877	广东利晖建设工程有限公司	棕榈生态城镇发展股份有限公司	平远县全域推进农村人居环境综合整治建设社会主义新农村示范村工程(一期)EPC总承包		999832700	999832700	广东利晖建设工程有限公司、广东华银集团工程有限公司、广东省建科建筑设计院有限公司、广东珠荣工程设计有限公司
16856809		福建实达集团股份有限公司	克州乡镇村路口平安城市(PPP)建设项目				
16860012	广西光大石化有限公司	中国石油天然气第六建设有限公司	广西光大石化有限公司信润石化项目产品升级改造工程		8659000000	8659000000	
16861332	江西省洪电置业有限公司	宁波建工工程集团有限公司	七里滨江勘察、设计、采购、施工总承包(EPC)项目		610000000	610000000	华诚博远工程技术集团有限公司
16862196	中国雄安建设投资集团有限公司	天域生态环境股份有限公司	雄安新区9号地块一区造林项目EPC总承包项目		27754619.41	27754619.41	中国建筑设计咨询有限公司、中国城市建设研究院有限公司
16869991	中国核电工程有限公司	深圳市沃尔核材股份有限公司		漳州核电厂1、2号机组K1类电缆终端热缩套管供货合同			
16872969	新疆中和阗盛工程建设有限公司	杭州荆灿建筑劳务有限公司	新疆于田绿色生态脱贫产业园PPP项目	劳务扩大分包合同	990000000	990000000	
16887462		宏润建设集团股份有限公司	宁波市轨道交通5号线一期土建工程TJ5107标段施工工程		598300000	598300000	
16887695	中国雄安建设投资集团有限公司	天域生态环境股份有限公司	雄安新区9号地块一区造林项目EPC总承包项目第一标段		27754619.41	27754619.41	中国建筑设计咨询有限公司、中国城市建设研究院有限公司
16887858	广东电网有限责任公司	深圳市科陆电子科技股份有限公司	广东电网有限责任公司2017年电动汽车充电装置(第二次)框架招标		50000000	50000000	
16888348		福建南威软件有限公司	南平市“互联网+”放管服平台项目				
16893023	乌兰察布市集宁区林业局	内蒙古蒙草生态环境(集团)股份有限公司	乌兰察布市集宁区绿化工程PPP项目		429090000	429090000	
16904843		宁波东方电缆股份有限公司	国网山东省电力公司2017年第二批电网物资协议库存招标采购		2326766450	2326766450	
16905247	凤凰县经济和信息化局	北京中电兴发科技有限公司	凤凰县智慧城市建设PPP项目		2009719300	2009719300	
16905970	国家电网公司	天津平高智能电气有限公司	国网天津市电力公司2017年业扩物资协议库存新增批次招标采购项目		23320500	23320500	
16922976	汉辰控股有限公司	新疆中房置业有限公司		乌鲁木齐市房产转让合同书	78253020	78253020	
16932836	郑州市轨道交通有限公司	河南辉煌科技股份有限公司	郑州市轨道交通5号线工程综合监控系统集成项目	郑州市轨道交通5号线工程综合监控系统集成项目合同	156660228	156660228	
1693437	Ltd公司	华西能源工业股份有限公司		泰国SPS1999公司9.5MW生活垃圾焚烧发电项目EPC总包合同	667000000	667000000	
16936815	苏州)股份有限公司	亚翔系统集成科技(苏州)股份有限公司	福建省晋华集成电路有限公司存储器生产线建设项目工艺管线系统				
16945693	湖北省宜昌市夷陵区环境污染防治项目管理中心	启迪桑德环境资源股份有限公司	宜昌市夷陵区生态环保PPP项目		850000000	850000000	
16949152		浙江众合科技股份有限公司	杭州至绍兴城际铁路工程信号系统招标项目		2500000000	2500000000	
16949188		棕榈生态城镇发展股份有限公司	梅县区西部片区12个省定贫困村新农村示范村建设项目EPC总承包				广东国沅建设工程有限公司、广东省建科建筑设计院有限公司
16949703	峨边彝族自治县交通投资有限公司	岭南园林股份有限公司	峨边彝族自治县交通基础设施综合建设工程(第二批)勘察设计施工总承包(EPC)		1373000000	1373000000	江西中煤建设集团有限公司、中铁第四勘察设计院集团有限公司
1698293	亚的斯亚贝巴(埃塞俄比亚首都)警察局	海能达通信股份有限公司	亚的斯亚贝巴警察局应急指挥调度系统项目		44809745.21	44809745.21	
16986128	中共大埔县委农村工作办公室	铁汉生态建设有限公司	大埔县东片、南片区大埔角村、三洲村等27个省定贫困村创建社会主义新农村示范村建设项目EPC总承包		540000000	540000000	铁汉生态建设有限公司、广州博厦建筑设计研究院有限公司、广东海业岩土工程有限公司
1698904	Ltd公司	华西能源工业股份有限公司		泰国SPS1999公司9.5MW生活垃圾焚烧发电项目EPC总承包合同	1051000000	1051000000	
1706259	北汽银翔汽车有限公司	芜湖安瑞光电有限公司		合作框架协议			
1706614	新乡市公共资源交易管理中心	华平信息技术股份有限公司	新乡市公安局视频监控项目		74860000	74860000	
1711412	阳信县“智慧阳信”建设管理服务中心	山东易华录信息技术有限公司	‘智慧阳信’政府与社会资本合作(PPP)项目				
1711920		天奇自动化工程股份有限公司	法国标致雪铁龙集团米卢斯工厂总装项目				
1713739	绍兴市镜湖建设开发有限公司	浙江精工钢结构集团有限公司	梅山江商务楼A区、B区工程		385000000	385000000	
1722674	北京市南水北调工程建设管理中心	山东龙泉管道工程股份有限公司	北京市南水北调配套工程通州支线工程PCCP管道制造第二标段项目		37706036.64	37706036.64	
1722711	中国神华煤制油化工有限公司榆林化工分公司	哈尔滨博实自动化股份有限公司		中国神华煤制油化工有限公司榆林化工分公司与哈尔滨博实自动化股份有限公司关于双聚产品及副产硫酸铵包装运营承包合同	76000000	76000000	
1723539	中信银行集中采购中心	东港股份有限公司	中信银行借记卡空白卡片及个人化项目				
1726873	江苏沪宁钢机股份有限公司	山东雅百特科技有限公司	广州白云国际机场扩建工程二号航站楼屋面工程(1标段)项目				
1727419		北京四方继保自动化股份有限公司			727000000	727000000	
17366593	沈阳地铁集团有限公司	上海华虹计通智能系统股份有限公司	沈阳地铁九号线一期工程自动售检票系统集成项目		124649820	124649820	
17444458	黔南州独山县人民政府	广东尚荣工程总承包有限公司	独山县人民医院整体迁建建设项目	独山县人民医院整体迁建建设项目融资建设合同	700000000	700000000	
1756130	达州发展(控股)有限责任公司	成都新承邦路桥工程有限公司	成都新承邦成为达州市马踏洞片区道路、跨铁路大桥等工程PPP项目				
1756907	上海轨道交通十号线发展公司	上海华铭智能终端设备股份有限公司	上海市轨道交通10号线二期工程、17号线工程自动售检票(AFC)系统车站终端设备采购项目		85535240	85535240	
1759138	广州东部固体资源再生中心	江苏维尔利环保科技股份有限公司	萝岗福山循环经济产业园)污水处理厂BOT特许经营项目法人项目		476240400	476240400	
1765426	沈阳近海腾达投资有限公司	北京东方园林生态股份有限公司	辽中县城镇化基础设施建设PPP项目		3000000000	3000000000	
1766709	内蒙古自治区政府采购中心	北京数码视讯科技股份有限公司	中央广播电视节目无线数字化覆盖工程及2015年自治区地面数字电视覆盖工程设备项目				
177106		新疆城建(集团)股份有限公司	新疆新燃嘉德房地产开发有限公司龙庭-华府一标段(10#--14#楼及防空地下室)施工工程		213000000	213000000	
1774380	国家电网公司	江苏林洋电子股份有限公司	国家电网公司2015年第二批电能表及用电信息采集设备招标采购项目		246874700	246874700	
1775308	国家电网公司	宁波三星电气股份有限公司	国家电网公司2015年第二批电能表(含用电信息采集)招标采购活动		239131600	239131600	
1778919	国家电网公司	青岛东方铁塔股份有限公司	国家电网公司2015年酒泉-湖南、晋北-南京±800千伏特高压直流输电线路工程铁塔集中招标活动项目		105082000	105082000	
1779535	天津渤化永利化工股份有限公司	航天长征化学工程股份有限公司	天津渤化永利化工股份有限公司煤气化优化建设项目工程	专利实施许可合同	318464602	318464602	
1780574	国家电网公司	杭州炬华科技股份有限公司	国家电网公司2015年第二批电能表及用电信息采集设备招标采购		208435001	208435001	
1783927	国家电网公司	积成电子股份有限公司	国家电网公司2015年第二批电能表及用电信息采集设备招标采购活动		95190900	95190900	
1784121	安徽省界首市住房和城乡建设委员会	安徽水利开发股份有限公司	界首市市政工程施工总承包项目		1730000000	1730000000	
1788700	北京市环境保护监测中心	北京尚洋东方环境科技有限公司	北京市大气环境质量监测网络升级项目-大气监测设备购置”采购项目		134668000	134668000	中国通用咨询投资有限公司
1791432	杭州市地铁集团有限责任公司	腾达建设集团股份有限公司	杭州地铁5号线一期土建工程SG5-2标段				
1802307		中国铁建股份有限公司	深圳市城市轨道交通6号线工程主体工程6101标段和10号线工程主体工程1012标段		6768000000	6768000000	
18024601	呼和浩特市公共资源交易中心	内蒙古蒙草生态环境(集团)股份有限公司	呼和浩特市大青山前坡生态建设工程PPP项目		11478420000	11478420000	
1803895	新疆生产建设兵团文化广播电视局	北京数码视讯科技股份有限公司	兵团中央广播电视节目无线数字化覆盖工程节目源系				
1804273	NorvilexTechnologiesLimited公司	中钢设备有限公司		阿尔及利亚250万吨直接还原铁项目工程总承包合同	872000000	872000000	
1816603	奉化市政府采购中心	龙元建设集团股份有限公司	奉化市道路工程PPP项目		440000000	440000000	
181802	中国光大银行	成都鹏博士电信传媒集团股份有限公司	马连道机房搬迁项目同城灾备机房场地及运维外包服务子项目		354600000	354600000	
1819062	国核工程有限公司	中兴能源装备有限公司		CAP1400国核压水堆示范工程1号、2号机组PL02核级不锈钢管道设备采购合同	26389899	26389899	
1819383	杭州市地铁集团有限责任公司	宏润建设集团股份有限公司	杭州市地铁5号线一期土建工程SG5-11标段		460920000	460920000	
1822275	汝州鑫泰光伏电力科技开发有限公司	郑州森源新能源科技有限公司	汝州鑫泰100MWp光伏电站项目一期40MWp光伏场区EPC总包	汝州鑫泰100MWp光伏电站项目一期40MWp光伏场区EPC总包合同	344000000	344000000	
1823245	中国移动通信集团广西有限公司	广东怡创科技股份有限公司	中国移动2016年至2017年通信设备安装工程施工服务集中采购(广西项目)				
18274124		大禹节水集团股份有限公司	邹城市农村供水巩固提升工程PPP项目		526167400	526167400	甘肃大禹节水集团水利水电工程有限责任公司
18279377	上汽大众汽车有限公司	上海洗霸科技股份有限公司					
18279685	辽宁省营口市城市公用事业管理局	江西洪城水业股份有限公司	营口市城市污水处理PPP项目		130000000	130000000	江西洪城水业股份有限公司、洪城水业
18279741	六安市水利局	浙江省围海建设集团股份有限公司	淠河总干渠(九里沟-青龙堰)东部新城段水利综合治理工程PPP项目		2295000000	2295000000	浙江省围海建设集团股份有限公司、龙元建设集团股份有限公司、宁波市花木有限公司
1828009	界首市环境卫生管理局	浙江伟明环保股份有限公司	界首市生活垃圾焚烧发电PPP项目				
18284993	北京亦庄国际融资租赁有限公司	北京京运通科技股份有限公司		买卖协议	300000000	300000000	
18290031	山西中部引黄水务开发有限公司	宁夏青龙管业股份有限公司	山西省中部引黄工程PCCP管采购		88681023	88681023	
18290850	济青高速铁路有限公司	山东省路桥集团有限公司	潍莱铁路站前工程WLTLZQSG-3标段		263660000	263660000	中铁上海工程局集团有限公司、山东高速轨道设备材料有限公司、高速轨道公司
18296201	广东省五华县水务局	广州环发环保工程有限公司	五华县人居环境综合整治PPP项目		2681859300	2681859300	广州环发环保工程有限公司、铁汉生态建设有限公司、深圳市铁汉生态资产管理有限公司、广东诚实建设工程设计有限公司
18304325	锦宸集团有限公司	北京易华录信息技术股份有限公司	泰州市华东数据湖产业园及智慧姜堰PPP项目		3979000000	3979000000	锦宸集团有限公司、中业慧谷科技集团有限公司
1831238	乌鲁木齐市政府采购中心	北京碧水源科技股份有限公司	乌鲁木齐昆仑环保集团有限公司PPP项目		2663749900	2663749900	
1832503		广东水电二局股份有限公司	广东省韩江高陂水利枢纽工程PPP项目		2911824000	2911824000	
1832549	青岛地铁集团有限公司	青岛特锐德电气股份有限公司	青岛市地铁2号线一期工程交流0.4kV开关柜采购项目		30507399	30507399	
1833652		安徽四创电子股份有限公司	十二五”近程空管一/二次雷达设备与服务采购项目		81431585	81431585	
1838363	兰州市交通运输委员会	新疆北新路桥集团股份有限公司	G341线白银至中川至永登公路一期工程(中川至永登段)施工总承包		596933188	596933188	
1839308		重庆华宇园林有限公司	政府与社会资本合作(PPP)生态修复综合治理项目				
1840595	武义县住房和城乡建设局	北京东方园林生态股份有限公司	武义县壶山生态公园综合提升工程社会资本合作项目		300000000	300000000	
1841617	新疆胜沃能源开发有限公司	神雾环保技术新疆有限公司		长焰煤分质利用化工一体化示范项目40万吨/年电石工程供货及施工合同	519000000	519000000	
1842685	国家电网公司	江苏林洋电子股份有限公司	国家电网公司2015年第三批电能表及用电信息采集设备招标采购项目		315683200	315683200	
1843127	新疆昌吉特变能源有限责任公司	北京首航艾启威节能技术股份有限公司		天池能源昌吉2×35万千瓦热电工程直接空冷凝汽器系统设备采购合同	98880000	98880000	
1846386	国家电网公司	深圳浩宁达仪表股份有限公司	国家电网公司2015年第三批电能表及用电信息采集设备招标活动		115944599	115944599	
1848776	国网物资有限公司	光一科技股份有限公司	国家电网公司2015年第三批电能表及用电信息采集设备招标采购		51136800	51136800	
1849299	国家电网公司	宁波奥克斯高科技有限公司	国家电网公司各省(地区)2015年第三批配网设备协议库存招标项目		84780000	84780000	
1849402	广西国盾保安服务集团有限公司	北京中电兴发科技有限公司		购销协议	1280000000	1280000000	
1854038	中车长春轨道客车股份有限公司	北方国际合作股份有限公司		伊朗德黑兰1008辆碳钢地铁车供货项目分包合同重大合同	11217000000	11217000000	
1857895		杭萧钢构股份有限公司	陈家地块项目总承包工程		1804837925	1804837925	
1858358	乌鲁木齐铁路局	新疆北新路桥集团股份有限公司	新建格尔木至库尔勒铁路新疆段站前工程S2标段		1364435887	1364435887	
1859315	辽宁省海城市城乡建设管理局	启迪桑德环境资源股份有限公司	海城市生活垃圾焚烧发电及环卫一体化PPP项目		300000000	300000000	
1861485	上海浦东工程建设管理有限公司	上海市浦东新区建设(集团)有限公司	临港综合区青涌路(博盈路-东海大道)新建工程		212943915	212943915	
18651	阳光电源股份有限公司	抵押担保合同阳光电源股份有限公司		逆变器设备供货合同	108000000	108000000	
186609	江苏省电力公司	宁波三星电气股份有限公司	2011年用电信息采集系统智能电表推广及应用项目		41148000	41148000	
186812	江苏省电力公司	江苏林洋电子股份有限公司	2011年用电信息采集系统智能电表推广及应用项目		60960000	60960000	
1868152	中国华电集团公司	苏州天沃科技股份有限公司	江苏华电句容二期(2*1000MW)二次再热高效超超临界发电机组(集团公司主管)高压加热器标段				
1871329	国家电网公司	青岛东方铁塔股份有限公司			97477600	97477600	
18754641		杭州巨星科技股份有限公司					
18760737	壳牌(中国)有限公司	传化物流集团有限公司		关于浙江传化壳牌能源有限公司合资经营企业合同	218000000	218000000	
18761432	国内某大型国有金融机构地方分公司	新疆吉创资产管理有限公司		拍卖成交确认书	324560000	324560000	
18766418	哈电集团(秦皇岛)重型装备有限公司	浙江久立特材科技股份有限公司	福建漳州核电项目1#机组蒸汽发生器用U形传热管				
18773160	上海尊驾酒业集团有限公司	甘肃皇台酒业股份有限公司		皇台文化酒销售合同	148400000	148400000	
1878623	穆棱河综合治理改造项目二期工程建设指挥部	龙建路桥股份有限公司	穆棱河众兴跨河大桥工程项目第二标段		152750687.79	152750687.79	
1880157	云南迪庆有色金属有限责任公司	金诚信矿业管理股份有限公司	普朗铜矿一期采选工程首采区域采矿总承包		1889000000	1889000000	
1880460	中国华电集团公司	苏州天沃科技股份有限公司	江苏华电句容二期(2*1000MW)二次再热高效超超临界发电机组(集团公司主管)高压加热器标段	江苏华电句容二期(2*1000MW)扩建工程(高压加热器)商务合同	69580000	69580000	
18810460	射阳县旅游投资发展有限公司	大千生态景观股份有限公司	日月岛“U”环生态廊道(一标段)EPC项目				
18819472	中国长江三峡集团公司福建分公司	福建永福电力设计股份有限公司	福建长乐外海ABC区、漳浦六鳌BCD区海上风电场预可研、可研和施工图勘测设计招标项目				福建省水利水电勘测设计研究院
18820413	国内某大型国有金融机构地方分公司	新疆吉创资产管理有限公司		债权转让协议	324560000	324560000	
18833123		棕榈生态城镇发展股份有限公司	保山中心城市坝区人居环境提升工程(一期)PPP项目		10500000000	10500000000	云南文化产业投资控股集团有限责任公司、内蒙古金威路桥有限公司、云南创意文化产业投资有限公司、云南文产创业投资有限责任公司、浙江亿宁资产管理有限公司
18833319	汕头市澄海区环境保护局	广东联泰环保股份有限公司	澄海区全区污水管网及污水处理设施建设PPP项目	PPP项目合同	6805470000	6805470000	达濠市政建设有限公司、武汉市政工程设计研究院有限责任公司
18838498	国家电网公司	青岛汉缆股份有限公司			200000000	200000000	
18838651	新疆协鑫新能源材料科技有限公司	江苏瑞吉格泰油气工程有限公司		新疆协鑫新能源材料科技有限公司年产10万吨多晶硅一期工程还原炉电极买卖合同	43768800	43768800	
18838813	中国移动通信集团广东有限公司	广东宜通世纪科技股份有限公司	中国移动2018年至2019年通信设备安装工程施工服务集中采购(广东)项目				
18838997	南充市顺庆区城乡规划建设局	四川四通欧美环境工程有限公司	凤山公园、正兴街、凤鸣路北延线建设项目勘察-设计-施工总承包(EPC)	舞凤山公园、正兴街、凤鸣路北延线建设项目勘察-设计-施工总承包(EPC)合同	136982000	136982000	中恒工程设计院有限公司、中国建筑西南勘察设计研究院有限公司
18843345	中国移动通信有限公司	吉林吉大通信设计院股份有限公司			219000000	219000000	
18844038	北海市城市建设投资发展有限公司	四川深蓝环保科技有限公司	北海市污泥集中处置中心工程(污泥接收车间、脱水机房、消化进泥系统、沼气提纯设备				广西联友建设工程有限公司
18844598		广东海格怡创科技有限公司	中国移动2018年至2019年通信设备安装工程施工服务集中采购项目		742620200	742620200	
18844637	安徽省滁州市公安局	北京易华录信息技术股份有限公司	安徽省滁州市‘雪亮工程’PPP项目		448800000	448800000	中国移动通信集团安徽有限公司滁州分公司
18844740	金桥股份	上海华鑫股份有限公司		上海市房地产买卖合同	1993728367.82	1993728367.82	
18844815	湖北省襄阳市城乡建设委员会	启迪桑德环境资源股份有限公司	襄阳市汉江水环境保护建设项目(第一期乡镇污水收集处理工程)PPP项目社会资本方采购		4320867000	4320867000	湖北汉江环境资源有限公司、汉江环境
18845062	浙江吉利控股集团有限公司	森特士兴集团股份有限公司	余姚吉润汽车部件有限公司双班年产30万台套汽车车身生产项目墙面、屋面围护系统工程				
18845179	广西省平果县旅游局	北京东方园林环境股份有限公司	广西平果布镜湖生态治理与乡村旅游度假区PPP项目		567354300	567354300	
18849685		北京申安投资集团有限公司	智慧岑巩”基础设施建设PPP项目				
18850062	新疆自治区儿童医院	江苏东大金智信息系统有限公司	新疆维吾尔自治区儿童医院病房楼智能化工程项目		10735300	10735300	
18855982	武汉市江夏农业集团有限公司	武汉农尚环境股份有限公司	武汉市江夏区黄家湖大道城市地下综合管廊及同步道路提升改造工程景观绿化项目	江夏区黄家湖大道城市地下综合管廊及同步道路提升改造工程景观绿化工程建筑工程施工合同	265813600	265813600	
18856485	信丰县城乡规划建设局	龙元建设集团股份有限公司	信丰文教园建设PPP项目				
18857201	杭州市富阳区交通运输局	浙江交工集团股份有限公司	杭州至富阳城际铁路附属配套工程(富阳段)PPP项目				
18862875	南宁市绿化工程管理处	天域生态环境股份有限公司	邕江综合整治和开发利用工程PPP项目	投资合作协议	1230030800	1230030800	
18866111	江西万象盛世环保科技有限公司	浙江菲达科技发展有限公司	赣东北工业固体废物处置中心项目	赣东北工业固体废物处置中心项目工程设计采购施工总承包合同	600000000	600000000	
18868992	保山市住房和城乡建设局	棕榈生态城镇发展股份有限公司	保山中心城市坝区人居环境提升工程(一期)PPP项目		10500000000	10500000000	云南文化产业投资控股集团有限责任公司、内蒙古金威路桥有限公司、云南创意文化产业投资有限公司、云南文产创业投资有限责任公司、浙江亿宁资产管理有限公司
18880046	睢县住房和城乡规划建设管理局	中持水务股份有限公司	睢县水环境整体改善一期工程PPP项目	睢县振兴路应急站治理服务协议	1989893200	1989893200	
18884344	河北大名经济开发区管理委员会	河北磊源建筑工程有限公司	大名县城西工业园区污水处理厂(PPP)项目		52558000	52558000	河北磊源建筑工程有限公司
18884605	内蒙古通威高纯晶硅有限公司	四川永祥新能源有限公司		工业买卖合同	24500000	24500000	
1890747	北京国际贸易公司	上海捷羿软件系统有限公司	京津冀交通一卡通互联互通北京一期工程一卡通系统软件升级(Ⅰ)采购项目		8450000	8450000	
1891162	乌鲁木齐城市轨道交通集团有限公司	浙江上风实业股份有限公司	乌鲁木齐轨道交通1号线工程各类风机及消音器采购项目		54937220	54937220	
1898450	上海市虹口区卫生和计划生育委员会	华东建筑集团股份有限公司		江湾社区A01B-04地块新建医疗用房项目勘察、设计、施工一体化工程总承包合同	1034334902	1034334902	
