公告id	股东全称	股东简称	变动截止日期	变动价格	变动数量	变动后持股数	变动后持股比例
1929483	青岛城投金融控股集团有限公司	城投金控	2016-03-09	12.23	3473400		
1929483	青岛城投金融控股集团有限公司	城投金控	2016-03-10	12.73	2977000	88218411	0.1151
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-08	26.81	166100		
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-15	26.84	92472		
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-22	23.59	733600	1167827	0.0159
19298822	上海力鼎明阳创业投资管理中心(有限合伙)	力鼎投资	2017-12-08	26.6	166000		
19298822	上海力鼎明阳创业投资管理中心(有限合伙)	力鼎投资	2017-12-15	26.77	200799		
19298822	上海力鼎明阳创业投资管理中心(有限合伙)	力鼎投资	2017-12-22	23.59	733600	739600	0.0101
19299972	青岛汇隆华泽投资有限公司	汇隆华泽	2018-02-01		0.97		
19299972	青岛汇隆华泽投资有限公司	汇隆华泽	2018-02-12		1.04	26799460	0.2201
19309016	新疆古月杨股权投资合伙企业(有限合伙)	新疆古月杨	2017-12-27	17.83	200000		0.1031
19309110	上海力鸿新技术投资有限公司	上海力鸿	2018-02-13	47372045.84	2830725		
19309110	上海力鸿新技术投资有限公司	上海力鸿	2018-02-14	25521241.5	1473227		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-01	19.12	312000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-02	19.03	308000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-05	18.96	300000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-06	18.33	1000000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-07	17.68	500000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-12	18.68	400000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-13	18.84	2000000		
19309186	福建省电子信息(集团)有限责任公司	信息集团	2018-02-14	18.93	1030000	156781950	0.2688
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD	2017-08-22	6.57	19754000		
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD	2017-08-29	6.45	4040000		
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD	2017-12-12	5.25	9520000		
19309872	上海国和现代服务业股权投资基金合伙企业(有限合伙)	上海国和	2018-01-24	101.12	810000		
19309872	上海国和现代服务业股权投资基金合伙企业(有限合伙)	上海国和	2018-02-22			11238000	0.0824
19311499	WELLMAXHOLDINGSLIMITED	WELLMAX	2018-01-29	23.389	225600		
19311499	WELLMAXHOLDINGSLIMITED	WELLMAX	2018-01-30	23.199	169000		
19311499	WELLMAXHOLDINGSLIMITED	WELLMAX	2018-02-02	21.405	40000		
19311499	WELLMAXHOLDINGSLIMITED	WELLMAX	2018-02-12	21.566	90000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-11-29	23.13	12000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-11-30	23.19	39000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-04	22.75	45000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-05	21.71	87000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-06	20.79	92000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-08	21.89	98000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-11	22.18	112000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-12	21.68	55000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-13	21.55	84000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-14	21.52	78000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-15	21.69	91000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-18	21.52	67000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-19	21.62	67000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-20	20.89	66000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-21	20.65	65000		
19315711	深圳市珠峰基石股权投资合伙企业(有限合伙)	珠峰基石	2017-12-22	20.75	53300	7994150	0.0719
19315711	中国文化产业投资基金(有限合伙)	文产基金	2018-01-19	25.17	100	5553233	0.0499
19315711	裴革新		2017-11-28	23.32	226800		
19315711	裴革新		2017-11-29	23.14	81200		
19315711	裴革新		2017-11-30	23.28	71000		
19315711	裴革新		2017-12-01	23.35	91500		
19315711	裴革新		2017-12-06	20.79	100000		
19315711	裴革新		2017-12-08	22.07	25300		
19315711	裴革新		2017-12-18	21.58	53000		
19315711	裴革新		2017-12-19	21.63	127200		
19315711	裴革新		2017-12-27	22.58	54000		
19315711	裴革新		2018-01-11	21.27	280900		
19315711	裴革新		2018-01-19	22.14	300000	3950400	0.0355
19315711	李朋辉		2017-11-28	23.3	227600		
19315711	李朋辉		2017-11-29	23.14	78200		
19315711	李朋辉		2017-12-01	23.25	100000		
19315711	李朋辉		2018-01-16	23.96	100000		
19315711	李朋辉		2018-01-16	19.6	600000	4255500	0.0383
19315711	何涛		2017-11-28	23.33	194400		
19315711	何涛		2017-11-29	23.13	76600		
19315711	何涛		2017-11-30	23.3	129000		
19315711	何涛		2017-12-01	23.36	170400		
19315711	何涛		2018-01-16	23.96	144700		
19315711	何涛		2018-01-17	25.72	19200		
19315711	何涛		2018-01-19	22.14	200000	3806000	0.0342
19315711	董海平		2017-11-28	23.33	242500		
19315711	董海平		2017-11-29	23.08	13900		
19315711	董海平		2017-11-30	23.18	74000		
19315711	董海平		2017-12-27	21.54	349450		
19315711	董海平		2018-01-19	22.14	150000	3517150	0.0316
1933434	中南城市建设投资股份有限公司	中南城投	2016-03-14	22254085.49	1517807		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2017-12-25	12.09	836500		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2017-12-26	11.96	1030757		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2017-12-27	11.96	87600		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2017-12-28	11.79	1055632		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2017-12-29	11.72	1313800		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-02	11.93	1091100		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-03	11.98	1913400		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-04	12.02	1421873		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-05	12.1	500		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-08	12.19	229725		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-09	12.17	155957		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-10	12	262600		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-11	12.11	141129		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-16	11.9	30221		
19342844	萍乡信锐企业管理合伙企业(有限合伙)	萍乡信锐	2018-01-22	11.97	38080	109412302	0.1136
19659022	温州信德丰益资本运营中心(有限合伙)	温州信德	2018-01-23	8	14700000	45074381	0.0613
19715244	冯忠		2018-01-09	6.807	193900		
19715244	冯忠		2018-01-10	6.82	74800		
19715244	冯忠		2018-01-11	6.75	701700		
19715244	冯忠		2018-01-12	6.81	20000		
19715244	冯忠		2018-01-18	6.552	232400		
19715244	冯忠		2018-01-19	6.565	762400		
19715244	冯忠		2018-03-05	7.12	290000		
19715244	冯忠		2018-03-12	8	420000	12105603	0.0351
19715244	冯志凌		2018-03-05	7.12	310000		
19715244	冯志凌		2018-03-06	7.83	500000	8529983	0.0248
19715244	苏州益宇投资中心(有限合伙)	益宇投资	2018-03-07	7.92	210000		
19715244	苏州益宇投资中心(有限合伙)	益宇投资	2018-03-08	8.15	30000	2092990	0.0061
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2017-11-21	6201296	810000		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2017-11-22	2107681.53	273137		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2017-11-23	3517694.94	455196		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2018-03-12	2522315	360000		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2018-03-13	1542022	220000		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2018-03-14	2220932.5	320000		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2018-03-15	618693.98	90000		
20162864	江苏无锡商业大厦集团有限公司	大厦集团	2018-03-16	5066506.35	732331	244222330	0.4306
20171230	西藏耀旺网络科技有限公司	西藏耀旺	2018-03-20	7.505	2000099	191695111	0.0878
20209074	华软创业投资无锡合伙企业(有限合伙)	华软创投	2018-03-28	49814292	631600		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-11	13.16	900000		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-14	13.6	1210000		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-15	13.34	1450300		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-16	13.16	2277500		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-17	13.71	3209900		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-18	14.25	2032600	99298711	0.1295
20270853	苏州嘉岳九鼎投资中心(有限合伙)	苏州嘉岳	2018-04-08	14806672	335600		
20270853	苏州嘉岳九鼎投资中心(有限合伙)	苏州嘉岳	2018-04-08	65756913.85	1243020		
20289377	上海豪石九鼎股权投资基金合伙企业(有限合伙)	豪石九鼎	2018-04-12	24.6	342800	4033100	0.047
20289377	苏州工业园区昆吾民乐九鼎投资中心(有限合伙)	民乐九鼎	2018-04-12	24.25	223600		
20289377	苏州工业园区昆吾民安九鼎投资中心(有限合伙)	民安九鼎	2018-04-12	24.36	205900		
20289377	苏州嘉赢九鼎投资中心(有限合伙)	嘉赢九鼎	2018-04-12	24.38	85700	1008200	0.0118
20294382	西藏比邻医疗科技产业中心(有限合伙)	西藏比邻	2018-03-28	125	400000		
20294382	西藏比邻医疗科技产业中心(有限合伙)	西藏比邻	2018-04-12	140.54	300000		
20294382	西藏比邻医疗科技产业中心(有限合伙)	西藏比邻	2018-04-13	144.88	300000	6281954	0.0768
20309491	贵州裕美纸业有限责任公司	裕美纸业	2018-04-14	60071400	3520000		
20327177	中科汇通(深圳)股权投资基金有限公司	中科汇通	2018-04-18	324229729.4	11300304		
20382448	上海国和现代服务业股权投资基金合伙企业(有限合伙)	上海国和	2018-04-16	113.53	1054500		
20382448	上海国和现代服务业股权投资基金合伙企业(有限合伙)	上海国和	2018-04-23	59.11	491500	21495500	0.0788
2038519	TBPOLYMERLIMITED	LYMERLIMITED	2015-06-09	31.68	1000000		
2038519	TBPOLYMERLIMITED	LYMERLIMITED	2016-03-22	14.4	1600000	33517962	0.067
20447309	烟台悦信投资中心(有限合伙)	烟台悦信	2018-04-26	29937330.1	2066300		
20471726	金华东影投资合伙企业(有限合伙)	金华东影	2018-07-22	14939483.9	886900		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-01-30	17.84	4000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-09	17.4973	136000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-12	17.8536	60000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-13	17.886	100000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-19	17.3308	47000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-20	17.3033	53000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-03-21	17.3702	99000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-11	17.3203	120900		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-13	17.0732	80100		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-16	16.2652	12000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-24	15.807	20000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-25	15.7421	88000		
20472237	霍尔果斯凯风进取创业投资有限公司	凯风投资	2018-04-26	17.58	200000	7980000	0.0499
20478669	平台上海科迎投资管理事务所(有限合伙)	科迎投资	2018-04-26	251064000	8800000		
20478669	上海杰葵投资管理事务所(有限合伙)	杰葵投资	2018-04-26	262476000	9200000		
20496077	上海西上海投资发展有限公司	西上海投资	2018-04-30	19521349	701600	6700000	0.065
20497209	深圳市鼎发稳健股权投资合伙企业(有限合伙)	深圳鼎发	2018-01-30	4.799	2068100		
212645	上海领汇创业投资有限公司	上海领汇	2011-11-15	17.71	4000000	7400000	0.0528
213223	润福贸易有限公司	润福贸易	2010-05-27				
213223	润福贸易有限公司	润福贸易	2011-04-07		7828256		
213223	润福贸易有限公司	润福贸易	2011-05-09				
213223	润福贸易有限公司	润福贸易	2011-05-10				
213223	润福贸易有限公司	润福贸易	2011-07-07		1750000		
213223	润福贸易有限公司	润福贸易	2011-11-23				
213223	润福贸易有限公司	润福贸易	2011-11-24				
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-03	20.13	22300		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-05	15.66	31000		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-12	15.93	190000		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-15	16.21	43300		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-16	16.24	393570		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-17	16.29	15496		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-19	16.3	418934		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-22	16.31	348900		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-23	16.37	18500		
216104	北京科桥投资顾问有限公司	科桥投资	2013-07-24	16.5	444600		
216104	北京科桥投资顾问有限公司	科桥投资	2013-09-09	15.64	2000000	17370000	0.0855
216677	国创高科实业集团有限公司	国创集团	2013-09-13	6.35	4200000		
216677	国创高科实业集团有限公司	国创集团	2013-07-16	5.02	6500000	97300000	0.4547
2173678	华联控股股份有限公司	华联控股	2016-03-31	49.09	2800000	40341000	0.0903
2250847	深圳市达晨财富创业投资企业(有限合伙)	达晨财富	2016-04-14	32.58	3000000	10897620	0.0856
226325	厦门盛阳投资合伙企业(有限合伙)	盛阳投资	2013-11-14	44.85	15000	3781111	0.0499
226619	吴建龙		2013-11-15	3.64	28000000	302917440	0.2705
226619	香港优创国际投资集团有限公司	香港优创	2013-11-18	3.64	27990000	21985600	0.0196
2359444	劲通电子设备(深圳)有限公司	劲通电子	2016-05-04	27.31	1200000	6195900	0.0516
2361828	麦克奥迪控股有限公司	麦迪控股	2016-05-03	30.03	1500000		
2361828	麦克奥迪控股有限公司	麦迪控股	2016-05-04	29.12	1200000	107081070	0.4176
2362048	双林集团股份有限公司	双林集团	2016-05-04	40	5000000	191074163	0.4828
2362091	天津东方富海股权投资基金合伙企业(有限合伙)	东方富海	2015-05-18	51.56	800000		
2362091	天津东方富海股权投资基金合伙企业(有限合伙)	东方富海	2015-05-27	61.79	800000		
2362091	天津东方富海股权投资基金合伙企业(有限合伙)	东方富海	2016-05-03	34.75	2000000	7934400	0.0491
275980	烟台海融电力技术有限公司	烟台海融	2013-11-04	19.36	1400000		
275980	烟台海融电力技术有限公司	烟台海融	2013-11-05	20.01	1400000		
275980	烟台海融电力技术有限公司	烟台海融	2013-11-27	20.19	1000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-01-03	18.79	1200000		
275980	烟台海融电力技术有限公司	烟台海融	2014-02-12	19.75	1600000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-04	10.63	2600000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-05	10.8	2000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-06	10.81	2600000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-08	10.24	2600000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-11	10.37	2600000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-12	10.46	1800000		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-18	11.68	3000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-09	11.15	2000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-10	11.36	2000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-11	12.21	2000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-12	12.15	3000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-15	12.43	3000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-16	12.65	2000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-18	12.32	3000000		
275980	烟台海融电力技术有限公司	烟台海融	2014-12-19	12.53	3000000	27902399	0.0544
280391	浙江金洲集团上海有限公司	金洲集团	2015-01-09	6.28	5000000	162264839	0.3117
280391	浙江金洲集团上海有限公司	上海金洲	2015-01-09	6.28	5000000	3910720	0.0075
281952	青岛海立控股有限公司	海立控股	2015-01-13	15.4	3700000		
281952	青岛海立控股有限公司	海立控股	2015-01-14	15.4	1870000	54305000	0.3588
287378	黄冈永安药业有限公司	黄冈永安	2014-12-26	12.21	3000000	7019488	0.0375
291141	烟台海融电力技术有限公司	烟台海融	2013-11-04	19.36	1400000		
291141	烟台海融电力技术有限公司	烟台海融	2013-11-05	20.01	1400000		
291141	烟台海融电力技术有限公司	烟台海融	2013-11-27	20.19	1000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-01-03	18.79	1200000		
291141	烟台海融电力技术有限公司	烟台海融	2014-02-12	19.75	1600000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-04	10.63	2600000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-05	10.8	2000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-06	10.81	2600000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-08	10.24	2600000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-11	10.37	2600000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-12	10.46	1800000		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-18	10.51	3000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-09	11.15	2000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-10	11.36	2000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-11	12.21	2000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-12	12.15	3000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-15	12.43	3000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-16	12.65	2000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-18	12.32	3000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-19	12.53	3000000		
291141	烟台海融电力技术有限公司	烟台海融	2014-12-23	11.29	2600000	25302399	0.0493
292160	新余东财投资管理有限公司	新余东财	2014-12-10	15.9	20000000		
292160	新余东财投资管理有限公司	新余东财	2014-12-19	35	7500000		
292160	新余东财投资管理有限公司	新余东财	2014-12-24	29.4	3280000	0	0.0
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-05	15.32	3000000		
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-08	16.24	3000000		
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-18	14.21	2000000	37216000	0.0934
295073	新余东财投资管理有限公司	新余东财	2014-12-19	35	7500000	3280000	0.02
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-23	16.43	188858		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-26	17.02	66400		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-27	17.04	74149		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-28	17.17	203300		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-29	17.48	133200		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-05-30	17.54	109300		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-06-03	17.25	21069		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-06-05	17.43	20654		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-06-06	17.46	36000		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-06-09	17.36	43900		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-08-05	19.25	45190		
298815	湘江产业投资有限责任公司	湘江产业投资	2014-12-12	21.73	294838	11603300	0.1209
302968	同意中国船舶重工集团公司第七二五研究所	中国船舶重工集团公司	2014-12-08	22.12	7000000	177807412	0.219
303786	广东风华高新科技股份有限公司	风华高科	2014-12-04	26.43	4424944		
303786	广东风华高新科技股份有限公司	风华高科	2011-12-29	31.52	1000000	11999500	0.1
309038	国家开发投资公司	国家开发投资公司	2014-11-26	12.08	7485952	15152828	0.0496
31230	西藏利阳科技有限公司	利阳科技	2014-05-21	6.07	12000000	10307946	0.014
31359	临沧飞翔冶炼有限责任公司	临沧飞翔	2013-12-04	13.78	12000000	155063232	0.2374
314097	武汉华中科技大产业集团有限公司	产业集团	2014-11-18	11.38	30000000	288342668	0.3236
320941	广东省广新控股集团有限公司	广新集团	2014-02-28	40.95	3526949		
320941	广东省广新控股集团有限公司	广新集团	2014-10-31	26.14	2072796	111752265	0.1933
321335	中国成套设备进出口(集团)总公司	中成集团	2014-11-03	15.09	3700000	144552133	0.4884
338007	北京兆维电子(集团)有限责任公司	兆维集团	2011-03-11	12.1	859100		
338007	北京兆维电子(集团)有限责任公司	兆维集团	2013-05-28	9.8	1995116		
338007	北京七星华电科技集团有限责任公司	七星集团	2013-10-31	10.52	2647559		
338007	北京七星华电科技集团有限责任公司	七星集团	2014-03-31	10.69	1248000		
338007	北京电子控股有限责任公司	北京电控	2014-10-20	13.07	22255095	383726280	0.6615
344929	北京世纪地和控股有限公司	世纪地和	2014-10-09	19.7	26328900	240863100	0.4521
348621	汕头市凯瑞投资有限公司	凯瑞投资	2014-09-26	14.383	243000	729000	0.0034
349388	杭州涉其网络有限公司	杭州涉其	2010-07-26	26.9	3650000		
349388	杭州涉其网络有限公司	杭州涉其	2013-07-05	22.24	3150000		
349388	杭州涉其网络有限公司	杭州涉其	2014-09-23	30.65	720000		
349388	杭州涉其网络有限公司	杭州涉其	2014-09-25	30.64	3000000	14922000	0.0709
349388	孙国明		2010-07-26	26.9	1500000		
349388	孙国明		2011-11-24	16.64	1248952		
349388	孙国明		2013-07-05	22.28	2150000		
349388	孙国明		2014-09-23	30.65	2190000		
349388	孙国明		2014-09-25	30.64	370000	10172393	0.0483
352303	江苏中超投资集团有限公司	中超集团	2014-09-22	9.6	25360000	232073612	0.05
354388	江苏舜天国际集团机械进出口股份有限公司	舜天机械	2014-09-16	12.01	8000000	87370000	0.2331
354959	江苏中超投资集团有限公司	中超集团	2014-09-16	9.45	13360000	257433612	0.05
358015	宿迁市迪智成投资咨询有限公司	迪智成投资	2014-09-09	13.61	5000000		
358015	宿迁市迪智成投资咨询有限公司	迪智成投资	2014-09-10	13.61	6500000	48500000	0.0879
358603	科瑞集团有限公司	科瑞集团	2014-09-02	5.89	1100000		
358603	科瑞集团有限公司	科瑞集团	2014-09-03	5.76	10913610		
358603	科瑞集团有限公司	科瑞集团	2014-09-04	5.44	1300000		
358603	科瑞集团有限公司	科瑞集团	2014-09-05	5.44	2600000		
358603	科瑞集团有限公司	科瑞集团	2014-09-09	5.44	2500000	85265685	0.0534
361856	苏州永福投资有限公司	永福投资	2014-05-15	10.94	1500000		
361856	苏州永福投资有限公司	永福投资	2014-09-02	13.54	1000000	26300000	0.1209
368730	中国科学院福建物质结构研究所		2014-06-30	7.84	510000		
368730	中国科学院福建物质结构研究所		2014-07-31	8.538	910000		
368730	中国科学院福建物质结构研究所		2014-08-26	10.589	180000		
368730	中国科学院福建物质结构研究所		2014-08-27	9.86	1180000	87000360	0.3053
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2013-10-30	21.16	1500000		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2013-12-04	18.28	1000000		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-02-10	19.49	1000000		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-02-14	19.62	1000000		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-08-19	10.73	2600000		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-08-22	10.84	2600000	79078880	0.1541
379709	深圳市平安创新资本投资有限公司	平安创新	2014-08-19	8.45	11000000	57653113	0.0498
382487	新余新力科技术工程有限公司	新余新力科	2014-08-15	17.24	5000000	27632872	0.2342
383840	张家港金茂集体资产经营管理中心	张家港金茂	2014-07-31	7.89	5000000		
383840	张家港金茂集体资产经营管理中心	张家港金茂	2014-08-14	7.63	19000000	21000000	0.042
386808	QM8LIMITED	QM8	2014-08-13	28.23	6470000		
389276	南京瑞茂投资管理合伙企业(有限合伙)	南京瑞茂	2014-07-31	8.086	8000000		
389276	南京瑞茂投资管理合伙企业(有限合伙)	南京瑞茂	2014-08-01	7.766	10000000		
389276	南京瑞茂投资管理合伙企业(有限合伙)	南京瑞茂	2014-08-04	7.7	1040000		
389276	南京瑞茂投资管理合伙企业(有限合伙)	南京瑞茂	2014-08-07	7.64	5850000	23110000	0.0462
399124	JiudingMarsLimited	JiudingMars	2014-07-10	9.6	10000		
399124	JiudingMarsLimited	JiudingMars	2014-07-11	9.67	147148		
399124	JiudingMarsLimited	JiudingMars	2014-07-14	9.75	1830112		
399124	JiudingMarsLimited	JiudingMars	2014-07-15	9.6	516116		
399124	JiudingMarsLimited	JiudingMars	2014-07-16	9.58	154999		
399124	JiudingMarsLimited	JiudingMars	2014-07-17	9.53	130000		
399124	JiudingMarsLimited	JiudingMars	2014-07-18	9.55	143000		
399124	JiudingMarsLimited	JiudingMars	2014-07-24	9.53	200		
399124	JiudingMarsLimited	JiudingMars	2014-07-25	9.53	879100		
399124	JiudingMarsLimited	JiudingMars	2014-07-28	9.89	1846336		
399124	JiudingMarsLimited	JiudingMars	2014-07-29	9.81	1435299		
399124	JiudingMarsLimited	JiudingMars	2014-07-30	9.86	1119773		
399124	JiudingMarsLimited	JiudingMars	2014-07-31	9.88	921799		
399124	JiudingMarsLimited	JiudingMars	2014-08-01	9.89	538300	32770318	0.1638
400361	上海纺织投资管理有限公司	上海纺织	2014-07-28	3.54	920000		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-29	3.6	6300000		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-30	3.57	6600000		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-31	3.59	2825000	41595000	0.05
442138	广州天富投资有限公司	广州天富	2013-12-17	7.92	1000000		
442138	广州天富投资有限公司	广州天富	2014-07-18	6.45	7800000	3800000	0.0215
470448	新疆成农远大股权投资有限合伙企业	成农投资	2014-07-04	17.01	1000000		
470448	新疆成农远大股权投资有限合伙企业	成农投资	2014-07-07	17.01	1300000	98443615	0.6982
475428	上海联创永宣创业投资企业	上海联创	2014-07-03	15.8	3000000	11630000	0.0582
